"Invoice ID",Branch,"Unit price",Quantity,Total,Date,Time,"Cost of goods sold","gross margin percentage","gross income",Rating
207-73-1363,B,69.51,2,145.971,3/1/2019,12:15,139.02,4.761904762,6.951,8.1
390-31-6381,C,27.22,3,85.743,1/7/2019,12:37,81.66,4.761904762,4.083,7.3
443-82-0585,A,77.68,4,326.256,2/1/2019,19:54,310.72,4.761904762,15.536,8.4
339-18-7061,C,92.98,2,195.258,2/13/2019,15:06,185.96,4.761904762,9.298,8
359-90-3665,B,18.08,4,75.936,1/14/2019,18:03,72.32,4.761904762,3.616,9.5
375-72-3056,B,63.06,3,198.639,1/19/2019,15:58,189.18,4.761904762,9.459,7
127-47-6963,A,51.71,4,217.182,3/9/2019,13:53,206.84,4.761904762,10.342,9.8
278-86-2735,A,52.34,3,164.871,3/27/2019,14:03,157.02,4.761904762,7.851,9.2
695-28-6250,A,43.06,5,226.065,2/4/2019,16:38,215.3,4.761904762,10.765,7.7
379-17-6588,C,59.61,10,625.905,3/14/2019,11:07,596.1,4.761904762,29.805,5.3
227-50-3718,A,14.62,5,76.755,3/4/2019,12:23,73.1,4.761904762,3.655,4.4
302-15-2162,C,46.53,6,293.139,3/3/2019,10:54,279.18,4.761904762,13.959,4.3
788-07-8452,C,24.24,7,178.164,1/27/2019,17:38,169.68,4.761904762,8.484,9.4
560-49-6611,A,45.58,1,47.859,2/7/2019,14:13,45.58,4.761904762,2.279,9.8
880-35-0356,A,75.2,3,236.88,2/5/2019,11:51,225.6,4.761904762,11.28,4.8
585-11-6748,B,96.8,3,304.92,3/15/2019,13:05,290.4,4.761904762,14.52,5.3
470-31-3286,B,14.82,3,46.683,3/1/2019,11:30,44.46,4.761904762,2.223,8.7
152-68-2907,A,52.2,3,164.43,2/15/2019,13:30,156.6,4.761904762,7.83,9.5
123-35-4896,C,46.66,9,440.937,2/17/2019,19:11,419.94,4.761904762,20.997,5.3
258-69-7810,C,36.85,5,193.4625,1/26/2019,18:53,184.25,4.761904762,9.2125,9.2
334-64-2006,A,70.32,2,147.672,3/24/2019,14:22,140.64,4.761904762,7.032,9.6
219-61-4139,C,83.08,1,87.234,1/23/2019,17:16,83.08,4.761904762,4.154,6.4
881-41-7302,C,64.99,1,68.2395,1/26/2019,10:06,64.99,4.761904762,3.2495,4.5
373-09-4567,C,77.56,10,814.38,3/14/2019,20:35,775.6,4.761904762,38.78,6.9
642-30-6693,B,54.51,6,343.413,3/17/2019,13:54,327.06,4.761904762,16.353,7.8
484-22-8230,C,51.89,7,381.3915,1/8/2019,20:08,363.23,4.761904762,18.1615,4.5
830-58-2383,B,31.75,4,133.35,2/8/2019,15:26,127,4.761904762,6.35,8.6
559-98-9873,A,53.65,7,394.3275,2/10/2019,12:56,375.55,4.761904762,18.7775,5.2
544-32-5024,C,49.79,4,209.118,3/28/2019,19:16,199.16,4.761904762,9.958,6.4
318-12-0304,A,30.61,1,32.1405,1/23/2019,12:20,30.61,4.761904762,1.5305,5.2
349-97-8902,B,57.89,2,121.569,1/17/2019,10:37,115.78,4.761904762,5.789,8.9
421-95-9805,A,28.96,1,30.408,2/7/2019,10:18,28.96,4.761904762,1.448,6.2
277-35-5865,C,98.97,9,935.2665,3/9/2019,11:23,890.73,4.761904762,44.5365,6.7
789-23-8625,B,93.22,3,293.643,1/24/2019,11:45,279.66,4.761904762,13.983,7.2
284-54-4231,C,80.93,1,84.9765,1/19/2019,16:08,80.93,4.761904762,4.0465,9
443-59-0061,A,67.45,10,708.225,2/3/2019,11:25,674.5,4.761904762,33.725,4.2
509-29-3912,A,38.72,9,365.904,3/20/2019,12:24,348.48,4.761904762,17.424,4.2
327-40-9673,B,72.6,6,457.38,1/13/2019,19:51,435.6,4.761904762,21.78,6.9
840-19-2096,C,87.91,5,461.5275,3/14/2019,18:10,439.55,4.761904762,21.9775,4.4
828-46-6863,A,98.53,6,620.739,1/23/2019,11:22,591.18,4.761904762,29.559,4
641-96-3695,C,43.46,6,273.798,2/7/2019,17:55,260.76,4.761904762,13.038,8.5
420-97-3340,A,71.68,3,225.792,3/28/2019,15:30,215.04,4.761904762,10.752,9.2
436-54-4512,A,91.61,1,96.1905,3/20/2019,19:44,91.61,4.761904762,4.5805,9.8
670-79-6321,B,94.59,7,695.2365,1/17/2019,15:27,662.13,4.761904762,33.1065,4.9
852-62-7105,B,83.25,10,874.125,1/12/2019,11:25,832.5,4.761904762,41.625,4.4
598-06-7312,B,91.35,1,95.9175,2/16/2019,15:42,91.35,4.761904762,4.5675,6.8
135-13-8269,B,78.88,2,165.648,1/26/2019,16:04,157.76,4.761904762,7.888,9.1
816-57-2053,A,60.87,2,127.827,3/9/2019,12:37,121.74,4.761904762,6.087,8.7
628-90-8624,B,82.58,10,867.09,3/14/2019,14:41,825.8,4.761904762,41.29,5
856-66-2701,A,53.3,3,167.895,1/25/2019,14:19,159.9,4.761904762,7.995,7.5
308-39-1707,A,12.09,1,12.6945,1/26/2019,18:19,12.09,4.761904762,0.6045,8.2
149-61-1929,A,64.19,10,673.995,1/19/2019,14:08,641.9,4.761904762,32.095,6.7
655-07-2265,A,78.31,3,246.6765,3/5/2019,16:38,234.93,4.761904762,11.7465,5.4
589-02-8023,A,83.77,2,175.917,1/15/2019,10:54,167.54,4.761904762,8.377,7
420-04-7590,B,99.7,3,314.055,3/18/2019,11:29,299.1,4.761904762,14.955,4.7
182-88-2763,B,79.91,3,251.7165,3/20/2019,19:28,239.73,4.761904762,11.9865,5
188-55-0967,B,66.47,10,697.935,1/15/2019,15:01,664.7,4.761904762,33.235,5
610-46-4100,A,28.95,7,212.7825,3/3/2019,20:31,202.65,4.761904762,10.1325,6
318-81-2368,C,46.2,1,48.51,3/19/2019,12:16,46.2,4.761904762,2.31,6.3
364-33-8584,B,17.63,5,92.5575,3/8/2019,15:27,88.15,4.761904762,4.4075,8.5
665-63-9737,B,52.42,3,165.123,2/27/2019,17:36,157.26,4.761904762,7.863,7.5
695-09-5146,B,98.79,3,311.1885,2/23/2019,20:00,296.37,4.761904762,14.8185,6.4
155-45-3814,C,88.55,8,743.82,3/19/2019,15:29,708.4,4.761904762,35.42,4.7
794-32-2436,B,55.67,2,116.907,3/27/2019,15:08,111.34,4.761904762,5.567,6
131-15-8856,C,72.52,8,609.168,3/30/2019,19:26,580.16,4.761904762,29.008,4
273-84-2164,C,12.05,5,63.2625,2/16/2019,15:53,60.25,4.761904762,3.0125,5.5
706-36-6154,A,19.36,9,182.952,1/18/2019,18:43,174.24,4.761904762,8.712,8.7
778-89-7974,C,70.21,6,442.323,3/30/2019,14:58,421.26,4.761904762,21.063,7.4
859-71-0933,C,15.49,2,32.529,1/16/2019,15:10,30.98,4.761904762,1.549,6.3
740-11-5257,C,24.74,10,259.77,2/24/2019,16:44,247.4,4.761904762,12.37,7.1
369-82-2676,B,75.66,5,397.215,1/15/2019,18:22,378.3,4.761904762,18.915,7.8
563-47-4072,B,55.81,6,351.603,1/22/2019,11:52,334.86,4.761904762,16.743,9.9
742-04-5161,A,72.78,10,764.19,2/3/2019,17:24,727.8,4.761904762,36.39,7.3
149-15-7606,B,37.32,9,352.674,3/6/2019,15:31,335.88,4.761904762,16.794,5.1
133-77-3154,B,60.18,4,252.756,2/16/2019,18:04,240.72,4.761904762,12.036,9.4
169-52-4504,A,15.69,3,49.4235,3/14/2019,14:13,47.07,4.761904762,2.3535,5.8
250-81-7186,C,99.69,1,104.6745,2/27/2019,10:23,99.69,4.761904762,4.9845,8
562-12-5430,A,88.15,3,277.6725,1/18/2019,10:11,264.45,4.761904762,13.2225,7.9
816-72-8853,A,27.93,5,146.6325,1/29/2019,15:48,139.65,4.761904762,6.9825,5.9
491-38-3499,A,55.45,1,58.2225,2/26/2019,17:46,55.45,4.761904762,2.7725,4.9
322-02-2271,B,42.97,3,135.3555,2/3/2019,11:46,128.91,4.761904762,6.4455,9.3
842-29-4695,C,17.14,7,125.979,1/16/2019,12:07,119.98,4.761904762,5.999,7.9
725-67-2480,B,58.75,6,370.125,3/24/2019,18:14,352.5,4.761904762,17.625,5.9
641-51-2661,C,87.1,10,914.55,2/12/2019,14:45,871,4.761904762,43.55,9.9
714-02-3114,C,98.8,2,207.48,2/21/2019,11:39,197.6,4.761904762,9.88,7.7
518-17-2983,A,48.63,4,204.246,2/4/2019,15:44,194.52,4.761904762,9.726,7.6
779-42-2410,B,57.74,3,181.881,2/20/2019,13:06,173.22,4.761904762,8.661,7.7
190-14-3147,B,17.97,4,75.474,2/23/2019,20:43,71.88,4.761904762,3.594,6.4
408-66-6712,C,47.71,6,300.573,2/16/2019,14:19,286.26,4.761904762,14.313,4.4
679-22-6530,B,40.62,2,85.302,1/17/2019,10:01,81.24,4.761904762,4.062,4.1
588-47-8641,A,56.04,10,588.42,1/14/2019,19:30,560.4,4.761904762,28.02,4.4
642-61-4706,B,93.4,2,196.14,3/30/2019,16:34,186.8,4.761904762,9.34,5.5
576-31-4774,B,73.41,3,231.2415,3/2/2019,13:10,220.23,4.761904762,11.0115,4
556-41-6224,C,33.64,8,282.576,2/15/2019,17:10,269.12,4.761904762,13.456,9.3
811-03-8790,A,45.48,10,477.54,3/1/2019,10:22,454.8,4.761904762,22.74,4.8
242-11-3142,B,83.77,2,175.917,2/24/2019,19:57,167.54,4.761904762,8.377,4.6
752-23-3760,B,64.08,7,470.988,2/19/2019,19:29,448.56,4.761904762,22.428,7.3
274-05-5470,A,73.47,4,308.574,2/23/2019,18:30,293.88,4.761904762,14.694,6
648-94-3045,C,58.95,10,618.975,2/7/2019,14:27,589.5,4.761904762,29.475,8.1
130-67-4723,A,48.5,6,305.55,1/11/2019,13:57,291,4.761904762,14.55,9.4
528-87-5606,B,39.48,1,41.454,2/12/2019,19:43,39.48,4.761904762,1.974,6.5
320-85-2052,B,34.81,1,36.5505,1/14/2019,10:11,34.81,4.761904762,1.7405,7
370-96-0655,C,49.32,6,310.716,1/9/2019,13:46,295.92,4.761904762,14.796,7.1
105-10-6182,A,21.48,2,45.108,2/27/2019,12:22,42.96,4.761904762,2.148,6.6
510-79-0415,B,23.08,6,145.404,1/24/2019,19:20,138.48,4.761904762,6.924,4.9
241-96-5076,B,49.1,2,103.11,1/8/2019,12:58,98.2,4.761904762,4.91,6.4
767-97-4650,B,64.83,2,136.143,1/8/2019,11:59,129.66,4.761904762,6.483,8
648-83-1321,A,63.56,10,667.38,1/16/2019,17:59,635.6,4.761904762,31.78,4.3
173-57-2300,C,72.88,2,153.048,3/13/2019,12:51,145.76,4.761904762,7.288,6.1
305-03-2383,A,67.1,3,211.365,2/15/2019,10:36,201.3,4.761904762,10.065,7.5
394-55-6384,C,70.19,9,663.2955,1/25/2019,13:38,631.71,4.761904762,31.5855,6.7
266-20-6657,C,55.04,7,404.544,3/12/2019,19:39,385.28,4.761904762,19.264,5.2
689-05-1884,A,48.63,10,510.615,3/4/2019,12:44,486.3,4.761904762,24.315,8.8
196-01-2849,C,73.38,7,539.343,2/10/2019,13:56,513.66,4.761904762,25.683,9.5
372-62-5264,C,52.6,9,497.07,1/16/2019,14:42,473.4,4.761904762,23.67,7.6
800-09-8606,A,87.37,5,458.6925,1/29/2019,19:45,436.85,4.761904762,21.8425,6.6
182-52-7000,A,27.04,4,113.568,1/1/2019,20:26,108.16,4.761904762,5.408,6.9
826-58-8051,B,62.19,4,261.198,1/6/2019,19:46,248.76,4.761904762,12.438,4.3
868-06-0466,A,69.58,9,657.531,2/19/2019,19:38,626.22,4.761904762,31.311,7.8
751-41-9720,C,97.5,10,1023.75,1/12/2019,16:18,975,4.761904762,48.75,8
626-43-7888,C,60.41,8,507.444,2/7/2019,12:23,483.28,4.761904762,24.164,9.6
176-64-7711,B,32.32,3,101.808,3/27/2019,19:11,96.96,4.761904762,4.848,4.3
191-29-0321,B,19.77,10,207.585,2/27/2019,18:57,197.7,4.761904762,9.885,5
729-06-2010,B,80.47,9,760.4415,1/6/2019,11:18,724.23,4.761904762,36.2115,9.2
640-48-5028,B,88.39,9,835.2855,3/2/2019,12:40,795.51,4.761904762,39.7755,6.3
186-79-9562,B,71.77,7,527.5095,3/29/2019,14:06,502.39,4.761904762,25.1195,8.9
162-65-8559,C,68.98,1,72.429,1/21/2019,20:13,68.98,4.761904762,3.449,4.8
760-27-5490,C,15.62,8,131.208,1/20/2019,20:37,124.96,4.761904762,6.248,9.1
445-30-9252,A,25.7,3,80.955,1/17/2019,17:59,77.1,4.761904762,3.855,6.1
786-94-2700,A,80.62,6,507.906,2/28/2019,20:18,483.72,4.761904762,24.186,9.1
728-88-7867,C,75.53,4,317.226,3/19/2019,15:52,302.12,4.761904762,15.106,8.3
183-21-3799,C,77.63,9,733.6035,2/19/2019,15:14,698.67,4.761904762,34.9335,7.2
268-20-3585,C,13.85,9,130.8825,2/4/2019,12:50,124.65,4.761904762,6.2325,6
735-32-9839,C,98.7,8,829.08,1/31/2019,10:36,789.6,4.761904762,39.48,8.5
258-92-7466,A,35.68,5,187.32,2/6/2019,18:33,178.4,4.761904762,8.92,6.6
857-16-3520,A,71.46,7,525.231,3/28/2019,16:06,500.22,4.761904762,25.011,4.5
482-17-1179,A,11.94,3,37.611,1/19/2019,12:47,35.82,4.761904762,1.791,8.1
788-21-5741,A,45.38,3,142.947,2/17/2019,13:34,136.14,4.761904762,6.807,7.2
821-14-9046,B,17.48,6,110.124,1/18/2019,15:04,104.88,4.761904762,5.244,6.1
418-05-0656,B,25.56,7,187.866,2/2/2019,20:42,178.92,4.761904762,8.946,7.1
678-79-0726,C,90.63,9,856.4535,1/18/2019,15:28,815.67,4.761904762,40.7835,5.1
776-68-1096,B,44.12,3,138.978,3/18/2019,13:45,132.36,4.761904762,6.618,7.9
592-46-1692,C,36.77,7,270.2595,1/11/2019,20:10,257.39,4.761904762,12.8695,7.4
434-35-9162,B,23.34,4,98.028,2/4/2019,18:53,93.36,4.761904762,4.668,7.4
149-14-0304,C,28.5,8,239.4,2/6/2019,14:24,228,4.761904762,11.4,6.6
442-44-6497,C,55.57,3,175.0455,1/8/2019,11:42,166.71,4.761904762,8.3355,5.9
174-64-0215,B,69.74,10,732.27,3/5/2019,17:49,697.4,4.761904762,34.87,8.9
210-74-9613,C,97.26,4,408.492,3/16/2019,15:33,389.04,4.761904762,19.452,6.8
299-29-0180,B,52.18,7,383.523,3/9/2019,10:54,365.26,4.761904762,18.263,9.3
247-11-2470,A,22.32,4,93.744,3/1/2019,16:23,89.28,4.761904762,4.464,4.4
635-28-5728,A,56,3,176.4,2/28/2019,19:33,168,4.761904762,8.4,4.8
756-49-0168,A,19.7,1,20.685,2/8/2019,11:39,19.7,4.761904762,0.985,9.5
438-23-1242,B,75.88,7,557.718,1/24/2019,10:38,531.16,4.761904762,26.558,8.9
238-45-6950,B,53.72,1,56.406,3/1/2019,20:03,53.72,4.761904762,2.686,6.4
607-65-2441,C,81.95,10,860.475,3/10/2019,12:39,819.5,4.761904762,40.975,6
386-27-7606,C,81.2,7,596.82,3/23/2019,15:59,568.4,4.761904762,28.42,8.1
137-63-5492,C,58.76,10,616.98,1/29/2019,14:26,587.6,4.761904762,29.38,9
197-77-7132,B,91.56,8,769.104,1/12/2019,18:22,732.48,4.761904762,36.624,6
805-86-0265,A,93.96,9,887.922,3/20/2019,11:32,845.64,4.761904762,42.282,9.8
733-29-1227,C,55.61,7,408.7335,3/23/2019,12:41,389.27,4.761904762,19.4635,8.5
451-73-2711,C,84.83,1,89.0715,1/14/2019,15:20,84.83,4.761904762,4.2415,8.8
373-14-0504,A,71.63,2,150.423,2/12/2019,14:33,143.26,4.761904762,7.163,8.8
546-80-2899,A,37.69,2,79.149,2/20/2019,15:29,75.38,4.761904762,3.769,9.5
345-68-9016,C,31.67,8,266.028,1/2/2019,16:19,253.36,4.761904762,12.668,5.6
390-17-5806,C,38.42,1,40.341,2/2/2019,16:33,38.42,4.761904762,1.921,8.6
457-13-1708,B,65.23,10,684.915,1/8/2019,19:07,652.3,4.761904762,32.615,5.2
664-14-2882,C,10.53,5,55.2825,1/30/2019,14:43,52.65,4.761904762,2.6325,5.8
487-79-6868,B,12.29,9,116.1405,3/26/2019,19:28,110.61,4.761904762,5.5305,8
314-23-4520,C,81.23,7,597.0405,1/15/2019,20:44,568.61,4.761904762,28.4305,9
210-30-7976,B,22.32,4,93.744,3/14/2019,11:16,89.28,4.761904762,4.464,4.1
585-86-8361,A,27.28,5,143.22,2/3/2019,10:31,136.4,4.761904762,6.82,8.6
807-14-7833,A,17.42,10,182.91,2/22/2019,12:30,174.2,4.761904762,8.71,7
775-72-1988,B,73.28,5,384.72,1/24/2019,15:05,366.4,4.761904762,18.32,8.4
288-38-3758,C,84.87,3,267.3405,1/25/2019,18:30,254.61,4.761904762,12.7305,7.4
652-43-6591,A,97.29,8,817.236,3/9/2019,13:18,778.32,4.761904762,38.916,6.2
785-96-0615,B,35.74,8,300.216,2/17/2019,15:28,285.92,4.761904762,14.296,4.9
406-46-7107,A,96.52,6,608.076,1/11/2019,11:52,579.12,4.761904762,28.956,4.5
250-17-5703,A,18.85,10,197.925,2/27/2019,18:24,188.5,4.761904762,9.425,5.6
156-95-3964,A,55.39,4,232.638,3/25/2019,15:19,221.56,4.761904762,11.078,8
842-40-8179,B,77.2,10,810.6,2/11/2019,10:38,772,4.761904762,38.6,5.6
525-09-8450,B,72.13,10,757.365,1/31/2019,15:12,721.3,4.761904762,36.065,4.2
410-67-1709,A,63.88,8,536.592,1/20/2019,17:48,511.04,4.761904762,25.552,9.9
587-73-4862,A,10.69,5,56.1225,3/26/2019,11:07,53.45,4.761904762,2.6725,7.6
787-87-2010,A,55.5,4,233.1,1/20/2019,15:48,222,4.761904762,11.1,6.6
593-14-4239,B,95.46,8,801.864,3/5/2019,19:40,763.68,4.761904762,38.184,4.7
801-88-0346,C,76.06,3,239.589,1/5/2019,20:30,228.18,4.761904762,11.409,9.8
388-76-2555,B,13.69,6,86.247,2/13/2019,13:59,82.14,4.761904762,4.107,6.3
711-31-1234,B,95.64,4,401.688,3/16/2019,18:51,382.56,4.761904762,19.128,7.9
886-54-6089,A,11.43,6,72.009,1/15/2019,17:24,68.58,4.761904762,3.429,7.7
707-32-7409,B,95.54,4,401.268,2/26/2019,11:58,382.16,4.761904762,19.108,4.5
759-98-4285,C,85.87,7,631.1445,2/27/2019,19:01,601.09,4.761904762,30.0545,8
201-63-8275,C,67.99,7,499.7265,2/17/2019,16:50,475.93,4.761904762,23.7965,5.7
200-16-5952,C,65.65,2,137.865,1/17/2019,16:46,131.3,4.761904762,6.565,6
120-54-2248,B,28.86,5,151.515,1/22/2019,18:08,144.3,4.761904762,7.215,8
102-77-2261,C,65.31,7,480.0285,3/5/2019,18:02,457.17,4.761904762,22.8585,4.2
875-31-8302,B,93.38,1,98.049,1/3/2019,13:07,93.38,4.761904762,4.669,9.6
102-06-2002,C,25.25,5,132.5625,3/20/2019,17:52,126.25,4.761904762,6.3125,6.1
457-94-0464,B,87.87,9,830.3715,1/31/2019,20:32,790.83,4.761904762,39.5415,5.6
629-42-4133,C,21.8,8,183.12,2/19/2019,19:24,174.4,4.761904762,8.72,8.3
534-53-3526,A,94.76,4,397.992,2/11/2019,16:06,379.04,4.761904762,18.952,7.8
307-04-2070,A,30.62,1,32.151,2/5/2019,14:14,30.62,4.761904762,1.531,4.1
468-99-7231,C,44.01,8,369.684,3/3/2019,17:36,352.08,4.761904762,17.604,8.8
516-77-6464,C,10.16,5,53.34,2/24/2019,13:08,50.8,4.761904762,2.54,4.1
404-91-5964,A,74.58,7,548.163,2/4/2019,16:09,522.06,4.761904762,26.103,9
886-77-9084,C,71.89,8,603.876,2/19/2019,11:33,575.12,4.761904762,28.756,5.5
790-38-4466,C,10.99,5,57.6975,1/23/2019,10:18,54.95,4.761904762,2.7475,9.3
704-10-4056,C,60.47,3,190.4805,1/14/2019,10:55,181.41,4.761904762,9.0705,5.6
497-37-6538,A,58.91,7,432.9885,1/17/2019,15:15,412.37,4.761904762,20.6185,9.7
651-96-5970,A,46.41,1,48.7305,3/3/2019,20:06,46.41,4.761904762,2.3205,4
400-80-4065,C,68.55,4,287.91,2/15/2019,20:21,274.2,4.761904762,13.71,9.2
744-16-7898,B,97.37,10,1022.385,1/15/2019,13:48,973.7,4.761904762,48.685,4.9
263-12-5321,A,92.6,7,680.61,2/27/2019,12:52,648.2,4.761904762,32.41,9.3
702-72-0487,A,46.61,2,97.881,2/26/2019,12:28,93.22,4.761904762,4.661,6.6
605-83-1050,B,27.18,2,57.078,3/15/2019,16:26,54.36,4.761904762,2.718,4.3
443-60-9639,C,60.87,1,63.9135,1/24/2019,13:24,60.87,4.761904762,3.0435,5.5
864-24-7918,A,24.49,10,257.145,2/22/2019,15:15,244.9,4.761904762,12.245,8.1
359-94-5395,B,92.78,1,97.419,3/15/2019,10:50,92.78,4.761904762,4.639,9.8
401-09-4232,C,86.69,5,455.1225,2/11/2019,18:38,433.45,4.761904762,21.6725,9.4
751-15-6198,B,23.01,6,144.963,1/12/2019,16:45,138.06,4.761904762,6.903,7.9
324-41-6833,C,30.2,8,253.68,3/3/2019,19:30,241.6,4.761904762,12.08,5.1
474-33-8305,C,67.39,7,495.3165,3/23/2019,13:23,471.73,4.761904762,23.5865,6.9
759-29-9521,A,48.96,9,462.672,3/4/2019,11:27,440.64,4.761904762,22.032,8
831-81-6575,B,75.59,9,714.3255,2/23/2019,11:12,680.31,4.761904762,34.0155,8
220-68-6701,A,77.47,4,325.374,3/17/2019,16:36,309.88,4.761904762,15.494,4.2
618-34-8551,A,93.18,2,195.678,1/16/2019,18:41,186.36,4.761904762,9.318,8.5
257-60-7754,A,50.23,4,210.966,1/8/2019,17:12,200.92,4.761904762,10.046,9
559-61-5987,B,17.75,1,18.6375,1/14/2019,10:38,17.75,4.761904762,0.8875,8.6
189-55-2313,C,62.18,10,652.89,1/31/2019,10:33,621.8,4.761904762,31.09,6
565-91-4567,B,10.75,8,90.3,3/15/2019,14:38,86,4.761904762,4.3,6.2
380-60-5336,A,40.26,10,422.73,2/24/2019,18:06,402.6,4.761904762,20.13,5
815-04-6282,C,64.97,5,341.0925,2/8/2019,12:52,324.85,4.761904762,16.2425,6.5
674-56-6360,A,95.15,1,99.9075,3/22/2019,14:00,95.15,4.761904762,4.7575,6
778-34-2523,A,48.62,8,408.408,1/24/2019,10:57,388.96,4.761904762,19.448,5
499-27-7781,B,53.21,8,446.964,3/14/2019,16:45,425.68,4.761904762,21.284,5
477-59-2456,C,45.44,7,333.984,1/23/2019,11:15,318.08,4.761904762,15.904,9.2
832-51-6761,A,33.88,8,284.592,1/19/2019,20:29,271.04,4.761904762,13.552,9.6
869-11-3082,B,96.16,4,403.872,1/27/2019,20:03,384.64,4.761904762,19.232,8.4
190-59-3964,B,47.16,5,247.59,2/3/2019,14:35,235.8,4.761904762,11.79,6
366-43-6862,B,52.89,4,222.138,3/25/2019,16:32,211.56,4.761904762,10.578,6.7
186-43-8965,A,47.68,2,100.128,2/24/2019,10:10,95.36,4.761904762,4.768,4.1
784-21-9238,C,10.17,1,10.6785,2/7/2019,14:15,10.17,4.761904762,0.5085,5.9
276-75-6884,A,68.71,3,216.4365,3/4/2019,10:05,206.13,4.761904762,10.3065,8.7
109-86-4363,B,60.08,7,441.588,2/14/2019,11:36,420.56,4.761904762,21.028,4.5
569-76-2760,A,22.01,4,92.442,1/29/2019,18:15,88.04,4.761904762,4.402,6.6
222-42-0244,B,72.11,9,681.4395,1/28/2019,13:53,648.99,4.761904762,32.4495,7.7
760-53-9233,A,41.28,3,130.032,3/26/2019,18:37,123.84,4.761904762,6.192,8.5
538-22-0304,C,64.95,10,681.975,3/24/2019,18:27,649.5,4.761904762,32.475,5.2
416-17-9926,A,74.22,10,779.31,1/1/2019,14:42,742.2,4.761904762,37.11,4.3
237-44-6163,A,10.56,8,88.704,1/24/2019,17:43,84.48,4.761904762,4.224,7.6
636-17-0325,B,62.57,4,262.794,2/25/2019,18:37,250.28,4.761904762,12.514,9.5
343-75-9322,B,11.85,8,99.54,1/9/2019,16:34,94.8,4.761904762,4.74,4.1
528-14-9470,A,91.3,1,95.865,2/14/2019,14:42,91.3,4.761904762,4.565,9.2
427-45-9297,B,40.73,7,299.3655,3/12/2019,11:01,285.11,4.761904762,14.2555,5.4
807-34-3742,A,52.38,1,54.999,3/26/2019,19:44,52.38,4.761904762,2.619,5.8
288-62-1085,A,38.54,5,202.335,1/9/2019,13:34,192.7,4.761904762,9.635,5.6
670-71-7306,B,44.63,6,281.169,1/2/2019,20:08,267.78,4.761904762,13.389,5.1
660-29-7083,C,55.87,10,586.635,1/15/2019,15:01,558.7,4.761904762,27.935,5.8
271-77-8740,C,29.22,6,184.086,1/1/2019,11:40,175.32,4.761904762,8.766,5
497-36-0989,A,51.94,3,163.611,2/15/2019,15:21,155.82,4.761904762,7.791,7.9
291-59-1384,B,60.3,1,63.315,2/28/2019,17:38,60.3,4.761904762,3.015,6
860-73-6466,A,39.47,2,82.887,3/2/2019,16:16,78.94,4.761904762,3.947,5
549-23-9016,C,14.87,2,31.227,2/13/2019,18:15,29.74,4.761904762,1.487,8.9
896-34-0956,A,21.32,1,22.386,1/26/2019,12:43,21.32,4.761904762,1.066,5.9
804-38-3935,A,93.78,3,295.407,1/30/2019,11:32,281.34,4.761904762,14.067,5.9
585-90-0249,A,73.26,1,76.923,1/27/2019,18:08,73.26,4.761904762,3.663,9.7
862-29-5914,C,22.38,1,23.499,1/30/2019,17:08,22.38,4.761904762,1.119,8.6
845-94-6841,C,72.88,9,688.716,1/8/2019,19:38,655.92,4.761904762,32.796,4
125-45-2293,A,99.1,6,624.33,1/19/2019,13:11,594.6,4.761904762,29.73,4.2
843-73-4724,A,74.1,1,77.805,1/25/2019,11:05,74.1,4.761904762,3.705,9.2
409-33-9708,A,98.48,2,206.808,2/19/2019,10:12,196.96,4.761904762,9.848,9.2
658-66-3967,C,53.19,7,390.9465,1/14/2019,15:42,372.33,4.761904762,18.6165,5
866-70-2814,B,52.79,10,554.295,2/25/2019,11:58,527.9,4.761904762,26.395,10
160-22-2687,A,95.95,5,503.7375,1/23/2019,14:21,479.75,4.761904762,23.9875,8.8
895-03-6665,B,36.51,9,345.0195,2/16/2019,10:52,328.59,4.761904762,16.4295,4.2
770-42-8960,B,21.12,8,177.408,1/1/2019,19:31,168.96,4.761904762,8.448,6.3
748-45-2862,A,28.31,4,118.902,3/7/2019,18:35,113.24,4.761904762,5.662,8.2
234-36-2483,B,57.59,6,362.817,2/15/2019,13:51,345.54,4.761904762,17.277,5.1
316-66-3011,A,47.63,9,450.1035,1/23/2019,12:35,428.67,4.761904762,21.4335,5
848-95-6252,C,86.27,1,90.5835,2/20/2019,13:24,86.27,4.761904762,4.3135,7
840-76-5966,A,12.76,2,26.796,1/8/2019,18:06,25.52,4.761904762,1.276,7.8
152-03-4217,B,11.28,9,106.596,3/17/2019,11:55,101.52,4.761904762,5.076,4.3
533-66-5566,B,51.07,7,375.3645,1/12/2019,11:42,357.49,4.761904762,17.8745,7
124-31-1458,A,79.59,3,250.7085,1/8/2019,14:30,238.77,4.761904762,11.9385,6.6
176-78-1170,C,33.81,3,106.5015,1/26/2019,15:11,101.43,4.761904762,5.0715,7.3
361-59-0574,B,90.53,8,760.452,3/15/2019,14:48,724.24,4.761904762,36.212,6.5
101-81-4070,C,62.82,2,131.922,1/17/2019,12:36,125.64,4.761904762,6.282,4.9
631-34-1880,C,24.31,3,76.5765,1/8/2019,19:09,72.93,4.761904762,3.6465,4.3
852-82-2749,A,64.59,4,271.278,1/6/2019,13:35,258.36,4.761904762,12.918,9.3
873-14-6353,A,24.82,7,182.427,2/16/2019,10:33,173.74,4.761904762,8.687,7.1
