"Invoice ID",City,"Customer type",Gender,"Product line",Payment
109-86-4363,Mandalay,Member,Female,"Sports and travel","Credit card"
569-76-2760,Yangon,Member,Female,"Sports and travel","Credit card"
222-42-0244,Mandalay,Member,Female,"Health and beauty","Credit card"
760-53-9233,Yangon,Member,Male,"Fashion accessories","Credit card"
538-22-0304,Naypyitaw,Normal,Male,"Electronic accessories",Cash
416-17-9926,Yangon,Member,Female,"Electronic accessories","Credit card"
237-44-6163,Yangon,Normal,Male,"Electronic accessories",Cash
636-17-0325,Mandalay,Normal,Male,"Health and beauty",Cash
343-75-9322,Mandalay,Member,Female,"Sports and travel",Cash
528-14-9470,Yangon,Member,Male,"Health and beauty",Ewallet
427-45-9297,Mandalay,Member,Female,"Home and lifestyle",Ewallet
807-34-3742,Yangon,Normal,Male,"Fashion accessories",Cash
288-62-1085,Yangon,Member,Male,"Fashion accessories",Ewallet
670-71-7306,Mandalay,Normal,Male,"Sports and travel","Credit card"
660-29-7083,Naypyitaw,Normal,Male,"Electronic accessories",Cash
271-77-8740,Naypyitaw,Member,Female,"Sports and travel",Ewallet
497-36-0989,Yangon,Normal,Male,"Fashion accessories",Cash
291-59-1384,Mandalay,Normal,Male,"Electronic accessories",Cash
860-73-6466,Yangon,Member,Female,"Sports and travel","Credit card"
549-23-9016,Naypyitaw,Member,Female,"Food and beverages","Credit card"
896-34-0956,Yangon,Normal,Male,"Fashion accessories",Cash
804-38-3935,Yangon,Member,Male,"Electronic accessories","Credit card"
585-90-0249,Yangon,Member,Male,"Electronic accessories",Ewallet
862-29-5914,Naypyitaw,Normal,Female,"Sports and travel","Credit card"
845-94-6841,Naypyitaw,Member,Female,"Food and beverages",Cash
125-45-2293,Yangon,Normal,Female,"Fashion accessories",Cash
843-73-4724,Yangon,Normal,Male,"Fashion accessories",Cash
409-33-9708,Yangon,Normal,Female,"Fashion accessories",Ewallet
658-66-3967,Naypyitaw,Normal,Male,"Health and beauty",Ewallet
866-70-2814,Mandalay,Normal,Female,"Electronic accessories",Ewallet
160-22-2687,Yangon,Member,Female,"Health and beauty",Ewallet
895-03-6665,Mandalay,Normal,Female,"Fashion accessories",Cash
770-42-8960,Mandalay,Normal,Male,"Food and beverages",Cash
748-45-2862,Yangon,Member,Female,"Home and lifestyle",Cash
234-36-2483,Mandalay,Normal,Male,"Health and beauty",Cash
316-66-3011,Yangon,Member,Female,"Food and beverages",Cash
848-95-6252,Naypyitaw,Member,Female,"Home and lifestyle",Ewallet
840-76-5966,Yangon,Member,Male,"Sports and travel",Ewallet
152-03-4217,Mandalay,Normal,Female,"Home and lifestyle","Credit card"
533-66-5566,Mandalay,Normal,Female,"Home and lifestyle",Cash
124-31-1458,Yangon,Member,Female,"Electronic accessories",Cash
176-78-1170,Naypyitaw,Member,Male,"Health and beauty",Ewallet
361-59-0574,Mandalay,Member,Male,"Sports and travel","Credit card"
101-81-4070,Naypyitaw,Member,Female,"Health and beauty",Ewallet
631-34-1880,Naypyitaw,Member,Male,"Food and beverages","Credit card"
852-82-2749,Yangon,Normal,Male,"Sports and travel",Ewallet
873-14-6353,Yangon,Member,Male,"Food and beverages","Credit card"
584-66-4073,Naypyitaw,Normal,Male,"Fashion accessories",Ewallet
544-55-9589,Mandalay,Member,Female,"Electronic accessories",Cash
166-19-2553,Yangon,Member,Male,"Sports and travel",Cash
737-88-5876,Yangon,Member,Male,"Home and lifestyle","Credit card"
154-87-7367,Naypyitaw,Normal,Male,"Home and lifestyle",Ewallet
885-56-0389,Naypyitaw,Member,Male,"Fashion accessories",Cash
608-05-3804,Mandalay,Member,Male,"Electronic accessories",Cash
448-61-3783,Yangon,Normal,Female,"Electronic accessories","Credit card"
761-49-0439,Mandalay,Member,Female,"Electronic accessories",Ewallet
490-95-0021,Mandalay,Member,Female,"Food and beverages",Ewallet
115-38-7388,Naypyitaw,Member,Female,"Fashion accessories","Credit card"
311-13-6971,Mandalay,Member,Male,"Sports and travel","Credit card"
291-55-6563,Yangon,Member,Female,"Home and lifestyle",Ewallet
548-48-3156,Yangon,Member,Female,"Food and beverages",Cash
460-93-5834,Yangon,Normal,Male,"Sports and travel",Cash
325-89-4209,Yangon,Member,Male,"Food and beverages",Ewallet
884-80-6021,Yangon,Member,Female,"Electronic accessories",Ewallet
137-74-8729,Naypyitaw,Normal,Female,"Fashion accessories",Ewallet
880-46-5796,Yangon,Member,Male,"Sports and travel",Ewallet
389-70-2397,Naypyitaw,Normal,Female,"Health and beauty",Cash
114-35-5271,Mandalay,Normal,Female,"Electronic accessories",Cash
607-76-6216,Naypyitaw,Member,Female,"Fashion accessories","Credit card"
715-20-1673,Mandalay,Normal,Male,"Electronic accessories",Cash
811-35-1094,Mandalay,Member,Male,"Electronic accessories","Credit card"
699-88-1972,Mandalay,Normal,Male,"Health and beauty","Credit card"
781-84-8059,Naypyitaw,Normal,Male,"Fashion accessories",Ewallet
409-49-6995,Naypyitaw,Member,Female,"Food and beverages",Cash
725-54-0677,Naypyitaw,Member,Male,"Health and beauty",Cash
146-09-5432,Yangon,Member,Male,"Food and beverages",Ewallet
377-79-7592,Naypyitaw,Member,Female,"Electronic accessories","Credit card"
509-10-0516,Mandalay,Normal,Male,"Home and lifestyle",Ewallet
595-94-9924,Yangon,Member,Female,"Health and beauty","Credit card"
865-41-9075,Yangon,Normal,Male,"Food and beverages",Cash
545-07-8534,Naypyitaw,Normal,Female,"Health and beauty",Ewallet
118-62-1812,Naypyitaw,Member,Female,"Home and lifestyle",Cash
450-42-3339,Naypyitaw,Normal,Male,"Health and beauty","Credit card"
851-98-3555,Mandalay,Normal,Female,"Health and beauty","Credit card"
186-71-5196,Yangon,Member,Female,"Food and beverages",Ewallet
624-01-8356,Mandalay,Normal,Female,"Home and lifestyle","Credit card"
313-66-9943,Mandalay,Member,Female,"Food and beverages","Credit card"
151-27-8496,Naypyitaw,Normal,Female,"Electronic accessories",Ewallet
453-33-6436,Yangon,Normal,Female,"Home and lifestyle",Cash
522-57-8364,Yangon,Member,Male,"Fashion accessories",Ewallet
459-45-2396,Yangon,Member,Female,"Food and beverages",Cash
717-96-4189,Naypyitaw,Normal,Female,"Electronic accessories",Cash
722-13-2115,Naypyitaw,Member,Male,"Sports and travel","Credit card"
749-81-8133,Yangon,Normal,Female,"Fashion accessories",Cash
777-67-2495,Mandalay,Normal,Male,"Home and lifestyle",Ewallet
636-98-3364,Mandalay,Member,Female,"Electronic accessories",Ewallet
246-55-6923,Naypyitaw,Member,Female,"Home and lifestyle","Credit card"
181-82-6255,Mandalay,Normal,Female,"Home and lifestyle",Cash
838-02-1821,Naypyitaw,Member,Female,"Home and lifestyle","Credit card"
887-42-0517,Naypyitaw,Normal,Female,"Sports and travel","Credit card"
457-12-0244,Naypyitaw,Member,Female,"Sports and travel",Ewallet
226-34-0034,Mandalay,Normal,Female,"Electronic accessories",Ewallet
321-49-7382,Mandalay,Member,Male,"Sports and travel","Credit card"
397-25-8725,Yangon,Member,Female,"Health and beauty","Credit card"
431-66-2305,Mandalay,Normal,Female,"Electronic accessories","Credit card"
825-94-5922,Mandalay,Normal,Male,"Sports and travel",Ewallet
641-62-7288,Mandalay,Normal,Male,"Home and lifestyle",Ewallet
756-93-1854,Naypyitaw,Member,Female,"Fashion accessories","Credit card"
243-55-8457,Yangon,Normal,Female,"Food and beverages",Ewallet
458-10-8612,Naypyitaw,Normal,Male,"Health and beauty",Ewallet
501-61-1753,Mandalay,Normal,Female,"Home and lifestyle",Ewallet
235-06-8510,Naypyitaw,Member,Male,"Home and lifestyle",Ewallet
433-08-7822,Naypyitaw,Normal,Female,"Health and beauty",Ewallet
361-85-2571,Yangon,Normal,Female,"Sports and travel",Cash
131-70-8179,Yangon,Member,Female,"Health and beauty",Cash
500-02-2261,Naypyitaw,Normal,Female,"Food and beverages",Ewallet
720-72-2436,Yangon,Normal,Male,"Food and beverages",Ewallet
702-83-5291,Naypyitaw,Member,Male,"Fashion accessories",Cash
809-69-9497,Yangon,Normal,Female,"Home and lifestyle",Ewallet
449-16-6770,Yangon,Normal,Male,"Health and beauty","Credit card"
333-23-2632,Yangon,Member,Male,"Health and beauty",Cash
489-82-1237,Yangon,Normal,Female,"Electronic accessories","Credit card"
859-97-6048,Naypyitaw,Member,Male,"Electronic accessories","Credit card"
676-10-2200,Mandalay,Member,Male,"Fashion accessories",Ewallet
373-88-1424,Naypyitaw,Member,Male,"Home and lifestyle",Ewallet
365-16-4334,Mandalay,Normal,Female,"Food and beverages",Ewallet
503-21-4385,Mandalay,Member,Male,"Health and beauty",Ewallet
305-89-2768,Mandalay,Member,Female,"Home and lifestyle",Ewallet
574-80-1489,Mandalay,Member,Female,"Food and beverages",Ewallet
784-08-0310,Naypyitaw,Member,Female,"Food and beverages",Cash
200-40-6154,Mandalay,Member,Male,"Home and lifestyle",Cash
846-10-0341,Yangon,Normal,Female,"Fashion accessories",Cash
577-34-7579,Naypyitaw,Member,Male,"Food and beverages",Cash
430-02-3888,Mandalay,Normal,Male,"Electronic accessories",Cash
867-47-1948,Naypyitaw,Normal,Female,"Home and lifestyle",Cash
384-59-6655,Yangon,Member,Female,"Food and beverages",Cash
256-58-3609,Naypyitaw,Member,Male,"Fashion accessories",Cash
324-92-3863,Yangon,Member,Male,"Electronic accessories",Cash
593-08-5916,Yangon,Normal,Female,"Fashion accessories","Credit card"
364-34-2972,Naypyitaw,Member,Male,"Electronic accessories",Cash
794-42-3736,Mandalay,Normal,Male,"Food and beverages","Credit card"
172-42-8274,Mandalay,Normal,Female,"Electronic accessories","Credit card"
558-60-5016,Yangon,Normal,Female,"Home and lifestyle",Ewallet
195-06-0432,Yangon,Member,Male,"Home and lifestyle","Credit card"
605-03-2706,Yangon,Normal,Female,"Health and beauty",Cash
214-30-2776,Mandalay,Member,Female,"Electronic accessories","Credit card"
746-04-1077,Mandalay,Member,Female,"Food and beverages","Credit card"
448-34-8700,Mandalay,Member,Male,"Home and lifestyle",Ewallet
452-04-8808,Mandalay,Normal,Male,"Electronic accessories",Cash
531-56-4728,Yangon,Normal,Male,"Home and lifestyle",Cash
744-82-9138,Naypyitaw,Normal,Male,"Fashion accessories",Cash
883-69-1285,Mandalay,Member,Male,"Fashion accessories","Credit card"
221-25-5073,Yangon,Normal,Female,"Food and beverages",Cash
518-71-6847,Mandalay,Member,Male,"Food and beverages",Ewallet
156-20-0370,Mandalay,Normal,Female,"Electronic accessories","Credit card"
151-33-7434,Mandalay,Normal,Female,"Food and beverages","Credit card"
728-47-9078,Naypyitaw,Member,Male,"Food and beverages",Cash
809-46-1866,Yangon,Normal,Male,"Health and beauty",Cash
139-32-4183,Yangon,Member,Female,"Sports and travel",Ewallet
148-41-7930,Naypyitaw,Normal,Male,"Health and beauty",Cash
189-40-5216,Naypyitaw,Normal,Male,"Electronic accessories",Cash
374-38-5555,Mandalay,Normal,Female,"Fashion accessories",Ewallet
764-44-8999,Mandalay,Normal,Female,"Health and beauty",Ewallet
552-44-5977,Mandalay,Member,Male,"Health and beauty","Credit card"
267-62-7380,Naypyitaw,Member,Male,"Electronic accessories",Ewallet
430-53-4718,Mandalay,Member,Male,"Health and beauty","Credit card"
886-18-2897,Yangon,Normal,Female,"Food and beverages","Credit card"
602-16-6955,Mandalay,Normal,Female,"Sports and travel",Ewallet
745-74-0715,Yangon,Normal,Male,"Electronic accessories",Ewallet
690-01-6631,Mandalay,Normal,Male,"Fashion accessories",Ewallet
652-49-6720,Naypyitaw,Member,Female,"Electronic accessories",Ewallet
233-67-5758,Naypyitaw,Normal,Male,"Health and beauty",Ewallet
303-96-2227,Mandalay,Normal,Female,"Home and lifestyle",Ewallet
727-02-1313,Yangon,Member,Male,"Food and beverages",Cash
347-56-2442,Yangon,Normal,Male,"Home and lifestyle",Cash
849-09-3807,Yangon,Member,Female,"Fashion accessories",Cash
